,Unnamed: 0,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
1478,1478,서울 동작구 상도동,. ,  개,  개,00 대,3000 만원,420,0,2억2000,-선택사항- ,-선택사항-     ,3000,22000,0,420,0,38,22000,420,100,3.3,4.1,6.6,11628,11628,11628,1083,969,798,6756,5388,3336,563,449,278,30,24,15
1479,1479,서울 관악구 00동,. ,  개,  개,00 대,3000 만원,317,0,5500,-선택사항- ,-선택사항-     ,3000,5500,0,317,0,33,5500,317,100,0.9,1.1,1.7,10092,10092,10092,940,841,693,6276,5088,3312,523,424,276,114,92,60
1480,1480,서울 강동구 성내동,465.1, 35 개, 35 개,00 대,5천 만원, 605다포 ,0,3억,-선택사항- ,-선택사항-     ,5000,30000,35,605,0,38,30000,605,116,4.6,6.1,12,13560,13560,13560,1263,1130,930,6504,4908,2508,542,409,209,21,16,8
1481,1481,서울 서초구 서초동,404.23, 50 개, 30 개,00 대,8,['500 만원'],None,2억3천,-선택사항- ,-선택사항-     ,8000,23000,50,500,0,45,23000,500,166,1.3,1.5,2.1,22944,22944,22944,2137,1912,1575,17652,14952,10908,1471,1246,909,76,65,47
1482,1482,서울 종로구 관철동,277.82, 25 개, 25 개,00 대,1억 만원, 429다포 ,0,1억8천,-선택사항- ,-선택사항-     ,10000,18000,25,429,0,42,18000,429,83,3.1,3.9,6.7,10704,10704,10704,997,892,735,5820,4560,2676,485,380,223,32,25,14
1483,1483,서울 서대문구 00동,고시원 ,  개,  개,00 대,3000 만원,200,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,200,0,39,8000,200,100,0.8,1,1.3,11928,11928,11928,1111,994,819,9732,8328,6228,811,694,519,121,104,77
1484,1484,서울 영등포구 00동,고시원 ,  개,  개,00 대,3000 만원,260,0,11000,-선택사항- ,-선택사항-     ,3000,11000,0,260,0,38,11000,260,100,1.3,1.5,2.1,11628,11628,11628,1083,969,798,8676,7308,5256,723,609,438,78,66,47
1485,1485,서울 서대문구 00동,238.78, 36 개, 37 개,없음 대,3000 만원,450, 없음 ,21000,-선택사항- ,-선택사항-     ,3000,21000,36,450,0,39,21000,450,120,2.3,2.8,4.2,14316,14316,14316,1333,1193,982,9156,7476,4944,763,623,412,43,35,23
1486,1486,서울 구로구 00동,200,  개,  개,00 대,2000 만원,160, 없음 ,2500,-선택사항- ,-선택사항-     ,2000,2500,0,160,0,36,2500,160,100,0.3,0.3,0.4,11016,11016,11016,1026,918,756,9192,7896,5952,766,658,496,367,315,238
1487,1487,서울 노원구 00동,283,  개,  개,00 대,4000 만원,280,20,4000,-선택사항- ,-선택사항-     ,4000,4000,0,280,20,36,4000,300,100,0.5,0.6,0.9,11016,11016,11016,1026,918,756,7512,6216,4272,626,518,356,187,155,106
1488,1488,서울 양천구 00동,310,  개,  개,00 대,9000 만원,360,100,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,100,35,20000,460,100,3.8,5,9.5,10704,10704,10704,997,892,735,5244,3984,2100,437,332,175,26,19,10
1489,1489,서울 종로구 관철동,262.5, 36 개, 25 개,00 대,8,['000 만원'],None,1억9천,-선택사항- ,-선택사항-     ,8000,19000,36,0,0,42,19000,0,120,1.2,1.4,1.7,15420,15420,15420,1436,1285,1058,15792,13980,11256,1316,1165,938,83,73,59
1490,1490,서울 서초구 서초동,405.25, 40 개, 30 개,2 대,6천 만원,575,0,2억,-선택사항- ,-선택사항-     ,6000,20000,40,575,0,45,20000,575,133,1.7,2,3,18360,18360,18360,1710,1530,1260,12024,9864,6624,1002,822,552,60,49,33
1491,1491,서울 마포구 00동,450.9, 50 개, 34 개,없음 대,5000 만원,575, 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,50,575,0,40,27000,575,166,1.9,2.3,3.4,20400,20400,20400,1900,1700,1400,13908,11508,7908,1159,959,659,51,42,29
1492,1492,서울 서초구 00동,약150평 ,  개,  개,00 대,13000 만원,800,0,42000,-선택사항- ,-선택사항-     ,13000,42000,0,800,0,45,42000,800,100,9.2,14.2,79.5,13764,13764,13764,1282,1147,944,4584,2964,528,382,247,44,10,7,1
1493,1493,서울 종로구 00동,약 100평 ,  개,  개,00 대,6000 만원,330,0,15000,-선택사항- ,-선택사항-     ,6000,15000,0,330,0,42,15000,330,100,1.6,2,2.8,12852,12852,12852,1197,1071,882,9204,7692,5424,767,641,452,61,51,36
1494,1494,서울 강남구 00동,약150평 ,  개,  개,00 대,8000 만원,1100,0,47000,-선택사항- ,-선택사항-     ,8000,47000,0,1100,0,48,47000,1100,100,23.3,163.2,-20.3,14688,14688,14688,1368,1224,1007,2016,288,-2316,168,24,-193,4,0,-4
1495,1495,서울 강남구 00동,약150평 , 45 개,  개,00 대,7000 만원,770,0,36000,-선택사항- ,-선택사항-     ,7000,36000,45,770,0,48,36000,770,150,2.7,3.3,5.1,22032,22032,22032,2052,1836,1512,13584,10992,7104,1132,916,592,37,30,19
1496,1496,서울 중구 00동,70평 , 28 개,  개,00 대,4500 만원,340,0,17000,-선택사항- ,-선택사항-     ,4500,17000,28,340,0,41,17000,340,93,2.2,2.6,3.8,11700,11700,11700,1090,975,803,7884,6504,4440,657,542,370,46,38,26
1497,1497,서울 중구 00동,100평 , . 개,  개,00 대,4300 만원,350,0,16000,-선택사항- ,-선택사항-     ,4300,16000,0,350,0,41,16000,350,100,1.9,2.2,3.2,12540,12540,12540,1168,1045,861,8616,7140,4932,718,595,411,53,44,30
1498,1498,서울 중구 00동,100평 , 37 개,  개,00 대,4000 만원,450,0,25000,-선택사항- ,-선택사항-     ,4000,25000,37,450,0,41,25000,450,123,2.4,2.9,4.3,15468,15468,15468,1441,1289,1061,10416,8592,5856,868,716,488,41,34,23
1499,1499,서울 동작구 00동,240, 40 개,  개,00 대,2000 만원,230,0,9500,-선택사항- ,-선택사항-     ,2000,9500,40,230,0,38,9500,230,133,0.7,0.9,1.1,15504,15504,15504,1444,1292,1064,12972,11148,8412,1081,929,701,136,117,88
1500,1500,서울 동대문구 00동,216.35, 35 개, 2 개,없다 대,2000 만원,120, 없음 ,10000,-선택사항- ,-선택사항-     ,2000,10000,35,120,0,37,10000,120,116,0.8,1,1.2,13200,13200,13200,1230,1100,906,11928,10368,8040,994,864,670,119,103,80
1501,1501,서울 중구 00동,160, 29 개,  개,00 대,4500 만원,340,0,17000,-선택사항- ,-선택사항-     ,4500,17000,29,340,0,41,17000,340,96,2,2.5,3.6,12120,12120,12120,1129,1010,832,8316,6888,4752,693,574,396,48,40,27
1502,1502,서울 중구 00동,1100, 43 개,  개,00 대,4000 만원,380,0,15500,-선택사항- ,-선택사항-     ,4000,15500,43,380,0,41,15500,380,143,1.1,1.3,1.8,17976,17976,17976,1674,1498,1234,13812,11700,8532,1151,975,711,89,75,55
1503,1503,서울 송파구 송파동,460, 70 개, 00 개,1 대,6500 만원,590,40,합1억5천,-선택사항- ,-선택사항-     ,6500,15000,70,590,40,42,15000,630,233,0.6,0.8,1,29988,29988,29988,2793,2499,2058,23160,19632,14340,1930,1636,1195,154,130,95
1504,1504,서울 양천구 신정동,330, 42 개, 5 개,1 대,3천 만원,315,30,합1억,-선택사항- ,-선택사항-     ,3000,10000,42,315,30,35,10000,345,140,0.9,1.1,1.5,14988,14988,14988,1396,1249,1029,10932,9168,6528,911,764,544,109,91,65
1505,1505,서울 강남구 도곡역,300, 39 개, 0 개,1 대,3500 만원,295,30,합7900,-선택사항- ,-선택사항-     ,3500,7900,39,295,30,48,7900,325,130,0.5,0.6,0.8,19092,19092,19092,1778,1591,1310,15876,13632,10260,1323,1136,855,200,172,129
1506,1506,서울 강서구 00동,. ,  개,  개,00 대, 만원,312,0,1억4천,-선택사항- ,-선택사항-     ,0,14000,0,312,0,34,14000,312,100,2.1,2.6,3.9,10404,10404,10404,969,867,714,6684,5460,3624,557,455,302,47,39,25
1507,1507,서울 관악구 동작,440, 큰25 개, 25 개,1 대,7천 만원,260,40,2억4천,-선택사항- ,-선택사항-     ,7000,24000,25,260,40,33,24000,300,83,5,6.3,10.3,8412,8412,8412,783,701,577,4800,3816,2328,400,318,194,20,15,9
1508,1508,서울 관악구 봉천동,390, 37 개, 7 개,1 대,8천 만원,300,30,권리금8천,-선택사항- ,-선택사항-     ,8000,8000,37,300,30,33,8000,330,123,0.9,1.1,1.7,12444,12444,12444,1159,1037,854,8472,7008,4812,706,584,401,105,87,60
1509,1509,서울 서초구 00동,202.11,  개,  개,00 대,8500 만원,520,46,24000,-선택사항- ,-선택사항-     ,8500,24000,0,520,46,45,24000,566,100,3.2,4.2,7.2,13764,13764,13764,1282,1147,944,7392,5772,3336,616,481,278,30,24,13
1510,1510,서울 성동구 00동,376, 40 개, 40 개,00 대,4천 만원,470,60,3억3천,-선택사항- ,-선택사항-     ,4000,33000,40,470,60,38,33000,530,133,3.5,4.4,6.9,15504,15504,15504,1444,1292,1064,9372,7548,4812,781,629,401,28,22,14
1511,1511,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11
1512,1512,서울 영등포구 00동,315, 40 개,  개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30,38,16000,400,133,1.5,1.8,2.5,15504,15504,15504,1444,1292,1064,10932,9108,6372,911,759,531,68,56,39
1513,1513,서울 구로구 00동,280, 32 개,  개,00 대,3천 만원,280,30,1억5천,-선택사항- ,-선택사항-     ,3000,15000,32,280,30,36,15000,310,106,1.8,2.2,3.2,11748,11748,11748,1094,979,806,8136,6756,4680,678,563,390,54,45,31
1514,1514,서울 동대문구 00동,100, 30 개,  개,00 대,5000 만원,300,0,26000,-선택사항- ,-선택사항-     ,5000,26000,30,300,0,37,26000,300,100,3.3,4,5.7,11316,11316,11316,1054,943,777,7848,6516,4524,654,543,377,30,25,17
1515,1515,서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,29000,-선택사항- ,-선택사항-     ,5000,29000,35,550,0,38,29000,550,116,4,5.2,9.2,13560,13560,13560,1263,1130,930,7164,5568,3168,597,464,264,24,19,10
1516,1516,서울 동대문구 00동,360, 42 개, 42 개,00 대,4000 만원,520, 별도 ,3억3000,-선택사항- ,-선택사항-     ,4000,33000,42,520,0,37,33000,520,140,3.4,4.2,6.4,15840,15840,15840,1476,1320,1087,9792,7920,5124,816,660,427,29,24,15
1517,1517,서울 종로구 00동,360, 40 개,  개,00 대,4500 만원,330, 별도 ,1억6000,-선택사항- ,-선택사항-     ,4500,16000,40,330,0,42,16000,330,133,1.2,1.4,1.9,17136,17136,17136,1596,1428,1176,13596,11580,8556,1133,965,713,84,72,53
1518,1518,서울 송파구 00동,360, 37 개, 37 개,가능 대,5000 만원,550,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,37,550,0,42,26000,550,123,2.7,3.3,5.2,15840,15840,15840,1476,1320,1087,9636,7764,4968,803,647,414,37,29,19
1519,1519,서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,510,110,3.1,3.9,6.8,12780,12780,12780,1191,1065,877,6852,5340,3084,571,445,257,32,25,14
1520,1520,서울 관악구 00동,435, 25 개, 25 개,00 대,2억 만원,370,30,5억5천,-선택사항- ,-선택사항-     ,20000,55000,25,370,30,33,55000,400,83,15.3,21,48.8,8412,8412,8412,783,701,577,3600,2616,1128,300,218,94,6,4,2
1521,1521,서울 영등포구 00동,300,  개,  개,00 대, 만원,380,0,1억5천,-선택사항- ,-선택사항-     ,0,15000,0,380,0,38,15000,380,100,2.1,2.6,3.9,11628,11628,11628,1083,969,798,7236,5868,3816,603,489,318,48,39,25
1522,1522,서울 강서구 00동,268.82, 39 개, 2 개,없음 대,4000 만원,240,50,12000,-선택사항- ,-선택사항-     ,4000,12000,39,240,50,34,12000,290,130,1.2,1.4,2,13524,13524,13524,1259,1127,928,10068,8484,6096,839,707,508,83,70,50
1523,1523,서울 성북구 00동,232.7,  개,  개,00 대, 만원,310,0,합,-선택사항- ,-선택사항-     ,0,0,0,310,0,37,0,310,100,1.2,1.4,2,11316,11316,11316,1054,943,777,7728,6396,4404,644,533,367,83,70,50
1524,1524,서울 성북구 00동,270.12,  개,  개,00 대, 만원,400,0,합,-선택사항- ,-선택사항-     ,0,0,0,400,0,37,0,400,100,1.2,1.4,2,11316,11316,11316,1054,943,777,6648,5316,3324,554,443,277,83,70,50
1525,1525,서울 양천구 00동,310,  개,  개,00 대,9000 만원,360,100,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,100,35,20000,460,100,3.8,5,9.5,10704,10704,10704,997,892,735,5244,3984,2100,437,332,175,26,19,10
1526,1526,서울 중구 00동,330, 33 개,  개,00 대,4000 만원,250, 없슴 ,16000,-선택사항- ,-선택사항-     ,4000,16000,33,250,0,41,16000,250,110,1.4,1.7,2.3,13800,13800,13800,1285,1150,947,11100,9480,7044,925,790,587,69,59,44
1527,1527,서울 강남구 강남구,148평 ,  개,  개,00 대,1억2천 만원,950,0,5억5청,-선택사항- ,-선택사항-     ,12000,5500,0,950,0,48,5500,950,100,1.4,2.6,-10.7,14688,14688,14688,1368,1224,1007,3816,2088,-516,318,174,-43,69,37,-9
1528,1528,서울 강남구 강남구,118평 ,  개,  개,00 대, 만원,530,0,2억8천,-선택사항- ,-선택사항-     ,0,28000,0,530,0,48,28000,530,100,3.2,3.9,6.2,14688,14688,14688,1368,1224,1007,8856,7128,4524,738,594,377,31,25,16
1529,1529,서울 마포구 00동,392,  개,  개,00 대, 만원,700,0,합,-선택사항- ,-선택사항-     ,0,0,0,700,0,40,0,700,100,3.2,3.9,6.2,12240,12240,12240,1140,1020,840,4080,2640,480,340,220,40,31,25,16
1530,1530,서울 양천구 00동,350,  개,  개,00 대, 만원,370,0,2억1천,-선택사항- ,-선택사항-     ,0,21000,0,370,0,35,21000,370,100,3.3,4.1,6.6,10704,10704,10704,997,892,735,6324,5064,3180,527,422,265,30,24,15
1531,1531,서울 종로구 00동,400, 54 개, 42 개,1 대,9000 만원,580,60,19000,-선택사항- ,-선택사항-     ,9000,19000,54,580,60,42,19000,640,180,1.2,1.4,2.1,23124,23124,23124,2154,1927,1587,16008,13284,9204,1334,1107,767,84,69,48
1532,1532,서울 종로구 00동,400, 52 개, 42 개,1 대,9000 만원,580,60,19000,-선택사항- ,-선택사항-     ,9000,19000,52,580,60,42,19000,640,173,1.3,1.5,2.2,22272,22272,22272,2074,1856,1528,15132,12516,8580,1261,1043,715,79,65,45
1533,1533,서울 구로구 00동,330, 40 개, 27 개,1 대,4000 만원,340,50,17000,-선택사항- ,-선택사항-     ,4000,17000,40,340,50,36,17000,390,133,1.7,2,2.9,14688,14688,14688,1368,1224,1007,10140,8412,5808,845,701,484,59,49,34
1534,1534,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23
1535,1535,서울 송파구 00동,330, 38 개, 28 개,1 대,6000 만원,430,0,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0,42,19500,430,126,1.7,2,2.9,16272,16272,16272,1516,1356,1117,11520,9600,6732,960,800,561,59,49,34
1536,1536,서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0,33,20000,450,120,3,3.8,6.4,12108,12108,12108,1128,1009,831,6696,5268,3132,558,439,261,33,26,15
1537,1537,서울 송파구 송파동,460, 70 개, 00 개,1 대,6500 만원,590,40,합1억5천,-선택사항- ,-선택사항-     ,6500,15000,70,590,40,42,15000,630,233,0.6,0.8,1,29988,29988,29988,2793,2499,2058,23160,19632,14340,1930,1636,1195,154,130,95
1538,1538,서울 동작구 동작동,440, 25 개, 25 개,2 대,8천 만원,280,21,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,25,280,21,38,24000,301,83,3.9,4.7,7.1,9684,9684,9684,902,807,665,6216,5076,3372,518,423,281,25,21,14
1539,1539,서울 구로구 구로동,390, 40 개, 26 개,2 대,4천 만원,370,30,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,370,30,36,17000,400,133,1.7,2.1,3,14688,14688,14688,1368,1224,1007,10020,8292,5688,835,691,474,58,48,33
1540,1540,서울 구로구 구로동,500, 40 개, 40 개,2 대,6500 만원,570,50,합2억8천,-선택사항- ,-선택사항-     ,6500,28000,40,570,50,36,28000,620,133,3.8,5,9.2,14688,14688,14688,1368,1224,1007,7380,5652,3048,615,471,254,26,20,10
1541,1541,서울 성동구 성수동,440, 42 개, 42 개,1 대,4천 만원,470,60,합3억3천,-선택사항- ,-선택사항-     ,4000,33000,42,470,60,38,33000,530,140,3.3,4,6.2,16272,16272,16272,1516,1356,1117,10152,8232,5364,846,686,447,30,24,16
1542,1542,서울 종로구 종각,630, 93 개, 43 개,00 대,2억 만원,1350,0,권리금,-선택사항- ,-선택사항-     ,20000,20000,93,1350,0,42,20000,1350,310,0.8,1,1.6,39840,39840,39840,3710,3320,2734,24600,19920,12888,2050,1660,1074,123,99,64
1543,1543,서울 중구 동대문역,380, 33 개, 33 개,00 대,5천 만원,400,40,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,33,400,40,41,27000,440,110,3.1,3.8,5.7,13800,13800,13800,1285,1150,947,8820,7200,4764,735,600,397,32,26,17
1544,1544,서울 강북구 00동,337,  개,  개,00 대,9000 만원,170,50,1억5000,-선택사항- ,-선택사항-     ,9000,15000,0,170,50,35,15000,220,100,1.8,2.2,3,10704,10704,10704,997,892,735,8124,6864,4980,677,572,415,54,45,33
1545,1545,서울 강북구 00동,244,  개,  개,00 대,3000 만원,346, 포함 ,1억4000,-선택사항- ,-선택사항-     ,3000,14000,0,346,0,35,14000,346,100,2.1,2.6,4,10704,10704,10704,997,892,735,6612,5352,3468,551,446,289,47,38,24
1546,1546,서울 성북구 00동,287.41,  개,  개,00 대,3000 만원,150,15,14000,-선택사항- ,-선택사항-     ,3000,14000,0,150,15,37,14000,165,100,1.5,1.7,2.3,11316,11316,11316,1054,943,777,9468,8136,6144,789,678,512,67,58,43
1547,1547,서울 성북구 00동,1179.42,  개,  개,00 대,15000 만원,1500,0,15000,-선택사항- ,-선택사항-     ,15000,15000,0,1500,0,37,15000,1500,100,-2.3,-1.9,-1.5,11316,11316,11316,1054,943,777,-6552,-7884,-9876,-546,-657,-823,-43,-52,-65
1548,1548,서울 동작구 00동,217,  개,  개,00 대,3000 만원,200,0,6000,-선택사항- ,-선택사항-     ,3000,6000,0,200,0,38,6000,200,100,0.6,0.7,1,11628,11628,11628,1083,969,798,9396,8028,5976,783,669,498,156,133,99
1549,1549,서울 성북구 00동,90폋 ,  개,  개,00 대,4000 만원,220,0,9000,-선택사항- ,-선택사항-     ,4000,9000,0,220,0,37,9000,220,100,1,1.2,1.6,11316,11316,11316,1054,943,777,8808,7476,5484,734,623,457,97,83,60
1550,1550,서울 성북구 안암동,607.91, 50 개,  개,00 대,7000 만원,640,70,1억5000,-선택사항- ,-선택사항-     ,7000,15000,50,640,70,37,15000,710,166,1.4,1.8,3,18864,18864,18864,1757,1572,1295,10572,8352,5028,881,696,419,70,55,33
1551,1551,서울 강남구 00동,650, 55 개, 15 개,5 대,1억 만원,450,0,2억,-선택사항- ,-선택사항-     ,10000,20000,55,450,0,48,20000,450,183,0.9,1,1.4,26928,26928,26928,2508,2244,1847,22500,19332,14568,1875,1611,1214,112,96,72
1552,1552,서울 동작구 00동,. ,  개,  개,00 대, 만원, . ,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,0,0,38,22000,0,100,1.9,2.1,2.6,11628,11628,11628,1083,969,798,11796,10428,8376,983,869,698,53,47,38
1553,1553,서울 서초구 00동,404.23, 53 개,  개,00 대,8500 만원,470,46,24000,-선택사항- ,-선택사항-     ,8500,24000,53,470,46,45,24000,516,176,1.3,1.5,2,24324,24324,24324,2265,2027,1669,18876,16020,11724,1573,1335,977,78,66,48
1554,1554,서울 구로구 00동,562, 67 개, 40 개,00 대,6천 만원,600,60,2억8천,-선택사항- ,-선택사항-     ,6000,28000,67,600,60,36,28000,660,223,1.7,2,2.9,24600,24600,24600,2291,2050,1688,16896,14004,9660,1408,1167,805,60,50,34
1555,1555,서울 성동구 00동,376, 40 개, 40 개,00 대,4천 만원,470,60,3억3천,-선택사항- ,-선택사항-     ,4000,33000,40,470,60,38,33000,530,133,3.5,4.4,6.9,15504,15504,15504,1444,1292,1064,9372,7548,4812,781,629,401,28,22,14
1556,1556,서울 동작구 00동,300, 32 개, 32 개,00 대,4천 만원,450,50,2억2천,-선택사항- ,-선택사항-     ,4000,22000,32,450,50,38,22000,500,106,3.3,4.3,7.5,12396,12396,12396,1155,1033,851,6588,5124,2940,549,427,245,29,23,13
1557,1557,서울 양천구 00동,430, 35 개, 35 개,00 대,5천 만원,490,50,4억,-선택사항- ,-선택사항-     ,5000,40000,35,490,50,35,40000,540,116,6.6,8.7,16.6,12492,12492,12492,1163,1041,857,6084,4620,2412,507,385,201,15,11,6
1558,1558,서울 구로구 00동,200,  개,  개,00 대, 만원,160, 없음 ,2500,-선택사항- ,-선택사항-     ,0,2500,0,160,0,36,2500,160,100,0.3,0.3,0.4,11016,11016,11016,1026,918,756,9192,7896,5952,766,658,496,367,315,238
1559,1559,서울 성동구 00동,. , 53 개, . 개,. 대,. 만원, . , . ,1억6천5백,2호선 성수역,-선택사항-     ,0,16500,53,0,0,38,16500,0,176,0.8,0.9,1.1,20532,20532,20532,1913,1711,1409,20844,18420,14796,1737,1535,1233,126,111,89
1560,1560,서울 강동구 00동,. , 54 개, . 개,. 대,. 만원, . , . ,2억,5호선 강동역,-선택사항-     ,0,20000,54,0,0,38,20000,0,180,0.9,1.1,1.3,20928,20928,20928,1949,1744,1436,21228,18768,15072,1769,1564,1256,106,93,75
1561,1561,서울 강서구 00동,300,  개,  개,00 대, 만원,290,0,1억5천,-선택사항- ,-선택사항-     ,0,15000,0,290,0,34,15000,290,100,2.2,2.6,3.9,10404,10404,10404,969,867,714,6948,5724,3888,579,477,324,46,38,25
1562,1562,서울 구로구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,300,96,3.6,4.4,6.5,10644,10644,10644,991,887,730,7140,5892,4008,595,491,334,27,22,15
1563,1563,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11
1564,1564,서울 구로구 00동,462, 41 개, 41 개,3 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30,36,41000,450,136,4.2,5.1,7.6,15048,15048,15048,1402,1254,1033,9792,8016,5364,816,668,447,23,19,13
