,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리
206,부산,부산 동구 중앙대로 236번길 7-8,4호선 정왕역,코엠리빙텔 정왕점,1개,['30개'],월세  28~35,Y,30,공용,N
207,경기,경기 시흥시 마유로 415,부산2호선 동의대역,반도고시텔,1개,['25개'],월세  26~30,Y,8,공용,Y
208,부산,부산 부산진구 가야대로548번가길 2,대전1호선 유성온천역,신촌고시텔,빈방없음,['25개'],월세  27~27,Y,5,공용,N
209,대전,대전 유성구 유성대로730번길 119-2,부산1호선 범일역,수고시텔,빈방없음,['30개'],월세  16~20,Y,N,공용,Y
210,부산,부산 부산진구 범일로 155-1,대구2호선 성서산업단지역,동일하우스빌 고시텔,1개,['40개'],월세  30~40,Y,10,공용,N
211,대구,대구 달서구 이곡서로 62,대전1호선 유성온천역,토토레지던스 고시텔,1개,['34개'],월세  23~40,Y,10,공용,N
212,대전,대전 유성구 계룡로141번길 29-25,N,탑고시텔 경북대,1개,['42개'],월세  20~27,Y,7,공용,N
213,대구,대구 북구 경대로7길14-16,N,스마트리빙텔,1개,['26개'],월세  28~33,Y,15,공용,N
214,경북,경북 영주시 번영로 102번길 25-9,부산1호선 사하역,엠원룸텔,빈방없음,['30개'],월세  30~40,Y,N,공용,Y
215,부산,부산 사하구 장평로 430,N,캠퍼스고시텔,빈방없음,['70개'],월세  20~30,Y,20,공용,Y
216,충북,충북 청주시 서원구 내수동로102번길 52-1,대구2호선 영남대역,천마리더스 고시텔,빈방없음,['60개'],월세  25~32,Y,6,공용,Y
217,경북,경북 경산시 조영1길 22,N,리첸하우스 충북대점,1개,['24개'],월세  25~28,Y,6,여성전용,N
218,충북,충북 청주시 서원구 1순환로 698-1,부산1호선 하단역,한솔고시텔,1개,['35개'],월세  20~35,Y,1,공용,N
219,부산,부산 사하구 하신중앙로 333,N,대동고시원,빈방없음,['17개'],월세  18~20,Y,N,공용,N
220,광주,광주 북구 설죽로202번길 40-1,N,서원고시원,빈방없음,['37개'],월세  25~28,Y,8,공용,Y
221,충북,충북 청주시 서원구 무심서로 385-1,N,안광고시텔,1개,['120개'],월세  25~45,Y,10,공용,N
222,충남,충남 당진시 무수동7길 23 ,부산1호선 양정역,엔젤이레 리빙텔,1개,['27개'],월세  38~50,Y,N,공용,N
223,부산,부산 부산진구 거제대로22번길 21,4호선 한성대입구역,삼웅하우스원룸텔,3개,['50개'],월세  40~60,Y,2,공용,N
224,서울,서울 성북구 보문로35길 62,1호선 온양온천역,아이빌고시텔,빈방없음,['30개'],월세  28~60,Y,10,공용,N
225,충남,충남 아산시 시민로422번길 6,N,구미고시텔,1개,['18개'],월세  20~35,Y,8,공용,Y
226,경북,경북 구미시 산업로 320-13,N,리더스고시텔,빈방없음,['56개'],월세  20~23,Y,4,공용,Y
227,광주,광주 북구 반룡로42번길 12-3,N,하이원고시텔,빈방없음,['37개'],월세  28~35,Y,N,공용,Y
228,충북,충북 청주시 서원구 사직대로129번길 10-2,부산1호선 부산대역,부산대 고시원,1개,['105개'],월세  20~23,Y,6,공용,Y
229,부산,부산 금정구 금샘로18번길 79-4,4호선 한성대입구역,한성시티빌고시텔,빈방없음,['37개'],월세  20~32,Y,N,공용,Y
230,서울,서울 성북구 삼선교로 6,대전1호선 탄방역,마이홈고시텔 대전시청점,빈방없음,['80개'],월세  15~30,Y,15,공용,Y
231,대전,대전 서구 계룡로491번길 74,N,드림텔고시원,1개,['12개'],월세  20~28,Y,2,남성전용,N
232,경남,경남 진주시 대신로 343번길 5,7호선 상동역,오페라하우스 원룸텔,5개,['27개'],월세  30~50,Y,N,공용,N
233,경기,경기 부천시 길주로121번길 18-7,대구3호선 남산역,웰그린고시텔,빈방없음,['18개'],월세  28~28,Y,N,공용,N
234,대구,대구 남구 중앙대로49길 127,6호선 망원역,루미리빙텔,빈방없음,['47개'],월세  30~45,Y,N,공용,N
235,서울,서울 마포구 월드컵로 67,6호선 상수역,싱글하우스 홍대점,빈방없음,['28개'],월세  40~55,Y,N,공용,Y
236,서울,서울 마포구 독막로 91,6호선 상수역,사이공 하우스,1개,['45개'],월세  23~38,Y,2,공용,Y
237,서울,서울 마포구 와우산로19길 26,N,엠아이피고시원,빈방없음,['42개'],월세  20~23,Y,10,공용,Y
238,광주,광주 북구 설죽로214번길 107-3,N,거창고시텔,빈방없음,['14개'],월세  18~20,Y,N,공용,N
239,경남,경남 거창군 거창읍 중앙로 75,N,민들레고시원,빈방없음,['40개'],월세  18~23,Y,3,여성전용,N
240,광주,광주 북구 설죽로202번길 13,N,이조은 고시원,빈방없음,['42개'],월세  20~52,Y,10,공용,N
241,경남,경남 밀양시 삼랑진읍 숭진길 11-1,7호선 장승배기역,드림앤드림,빈방없음,['24개'],월세  51~65,Y,2,여성전용,N
242,서울,서울 동작구 장승배기로22길 10,N,동해청정서원,1개,['56개'],월세  42~52,Y,50,공용,N
243,강원,강원 동해시 서동로 853,N,대륭고시원,빈방없음,['30개'],월세  25~25,Y,N,공용,N
244,전북,전북 익산시 신동로 127,N,장원고시텔,1개,['50개'],월세  23~25,Y,10,남성전용,N
245,울산,울산 남구 봉월로8번길 15,N,아름다운고시텔,빈방없음,['14개'],월세  35~40,Y,N,공용,N
246,울산,울산 남구 돋질로220번길 25,N,아카데미고시텔,빈방없음,['30개'],월세  20~27,Y,10,공용,N
247,전북,전북 군산시 대학로 539,N,모던하우스 울산옥동점,빈방없음,['32개'],월세  30~42,Y,10,공용,Y
248,울산,울산 남구 거마로 16,N,증평리빙텔,빈방없음,['27개'],월세  35~39,Y,10,공용,Y
249,충북,충북 증평군 증평읍 초중2길 25-5,부산2호선 수영역,씨앤씨C&C리빙텔,빈방없음,['30개'],월세  27~30,Y,4,공용,N
250,부산,부산 수영구 무학로9번길 54-3,N,성샘고시텔,1개,['71개'],월세  20~18,Y,8,공용,Y
251,충북,충북 청주시 서원구 서원서로 30-11,신분당선 양재시민의숲역,소호원룸텔 개포점,빈방없음,['30개'],월세  40~47,Y,3,공용,N
252,서울,서울 강남구 논현로 58,N,다사랑고시원,빈방없음,['15개'],월세  27~27,Y,N,공용,N
253,충북,충북 청주시 청원구 수암로 98-11,N,관평고시텔,1개,['61개'],월세  30~50,Y,10,공용,N
254,대전,대전 유성구 테크노중앙로 55,1호선 부천역,로뎀고시원,빈방없음,['49개'],월세  17~22,Y,N,공용,N
255,경기,경기 부천시 부일로449번길 20,8호선 몽촌토성역,마루원룸텔,1개,['40개'],월세  30~60,Y,3,공용,N
256,서울,서울 송파구 오금로11길 23,N,가인하우스 울산대점,1개,['18개'],월세  28~30,Y,10,남성전용,N
257,울산,울산 남구 북부순환도로1번길 4-3,N,금강고시원,빈방없음,['40개'],월세  50~60,Y,15,공용,N
258,충북,충북 영동군 황간면 석천길 17,대전1호선 유성온천역,유성고시원,2개,['60개'],월세  20~28,Y,10,공용,Y
259,대전,대전 유성구 도안대로567번길 22,9호선 신논현역,스마텔고시원,빈방없음,['40개'],월세  25~35,Y,N,공용,N
260,서울,서울 강남구 강남대로 482,N,뜨레비앙고시텔,빈방없음,['42개'],월세  27~35,Y,4,남성전용,N
261,울산,울산 남구 봉월로134번길 8,N,조은고시텔,빈방없음,['40개'],월세  23~27,Y,7,공용,Y
262,울산,울산 남구 봉월로14번길 4,N,웰빙고시텔,1개,['63개'],월세  28~38,Y,14,공용,N
263,경기,경기 구리시 이문안로 126-2,7호선 강남구청역,늘봄고시텔,빈방없음,['43개'],월세  20~32,Y,N,공용,N
264,서울,서울 강남구 선릉로 657,9호선 선 정릉역,그린빌원룸텔,빈방없음,['40개'],월세  24~36,Y,3,공용,N
265,서울,서울 강남구 언주로114길 17,6호선 상수역,마이홈원룸텔 홍대점,1개,['32개'],월세  45~60,Y,N,공용,Y
266,서울,서울 마포구 와우산로 60-1,분당선 한티역,엘리트고시원,1개,['35개'],월세  30~45,Y,1,공용,N
267,서울,서울 강남구 선릉로 326,2호선 선 릉역,라온하우스 선릉점,1개,['40개'],월세  50~62,Y,5,공용,Y
268,서울,서울 강남구 선릉로90길 62,7호선 어린이대공원역,라온하우스 건대점 ,1개,['31개'],월세  45~65,Y,N,공용,N
269,서울,서울 광진구 광나루로 456,7호선 신풍역,모던리빙텔,빈방없음,['28개'],월세  35~45,Y,2,공용,N
270,서울,서울 영등포구 가마산로 505,N,하얀고시텔,빈방없음,['43개'],월세  25~27,Y,3,공용,Y
271,충북,충북 청주시 청원구 상당로302번길 139-6,N,싱글하우스 청주점,빈방없음,['10개'],월세  37~40,Y,5,공용,N
272,충북,충북 청주시 서원구 두꺼비로20번길 37,1호선 동대문역,마이빌원룸텔,빈방없음,['36개'],월세  35~55,Y,1,공용,Y
273,서울,서울 종로구 종로41길 48,광주1호선 문화전당역,청송고시텔,빈방없음,['52개'],월세  20~20,Y,5,남성전용,N
274,광주,광주 동구 필문대로273번길 3-5,5호선 군자역,다라고시원,빈방없음,['50개'],월세  30~35,Y,8,공용,N
275,서울,서울 광진구 능동로39길 13,광주1호선 남광주역,조은고시원,1개,['25개'],월세  23~28,Y,10,여성전용,N
276,광주,광주 동구 필문대로295번길 25,의정부경전철의정부시청역,삼승고시텔,빈방없음,['87개'],월세  28~45,Y,50,공용,N
277,경기,경기 의정부시 둔야로17번길 32,1호선 신설동역,쉐르빌고시텔,빈방없음,['36개'],월세  35~55,Y,N,공용,N
278,서울,서울 성동구 청계천로 434 ,9호선 언주역,아이엠티IMT하우스,1개,['25개'],월세  45~65,Y,9,공용,N
279,서울,서울 강남구 봉은사로30길 36,5호선 서대문역,노블원룸텔,빈방없음,['25개'],월세  38~50,Y,N,공용,Y
280,서울,서울 서대문구 통일로9안길 38,4호선 중앙역,오렉스빌,4개,['98개'],월세  30~45,Y,70,공용,Y
281,경기,경기 안산시 단원구 중앙대로 915,3호선 옥수역,소호리빙텔 옥수점,빈방없음,['50개'],월세  25~60,Y,15,공용,N
282,서울,서울 성동구 한림말길 48,4호선 수유역,그린하우스고시텔,1개,['40개'],월세  25~40,Y,6,공용,Y
283,서울,서울 강북구 한천로 1000,5호선 답십리역,리빙캐슬 답십리점,6개,['49개'],월세  25~39,Y,N,공용,N
284,서울,서울 동대문구 전농로 23,1호선 종각역,노블레스 종로,빈방없음,['44개'],월세  40~50,Y,N,공용,Y
285,서울,서울 종로구 삼일대로17길 20-1,4호선 혜화역,노블레지던스 성균관,빈방없음,['40개'],월세  40~50,Y,N,공용,Y
286,서울,서울 종로구 성균관로 25-1,1호선 노량진역,세림고시텔,1개,['42개'],월세  27~45,Y,2,공용,Y
287,서울,서울 동작구 장승배기로24길 35,N,쉐르빌리빙텔 죽전점,1개,['36개'],월세  23~37,Y,20,공용,N
288,경기,경기 용인시 수지구 현암로 145,2호선 건대입구역,더블유 W고시텔,1개,['25개'],월세  45~53,Y,10,공용,N
289,서울,서울 광진구 아차산로 192,인천1호선 계산역,이삭고시텔,빈방없음,['50개'],월세  21~30,Y,50,공용,N
290,인천,인천 계양구 경명대로 1071,N,코지고시텔 ,1개,['19개'],월세  30~40,Y,10,공용,N
291,경남,경남 창원시 의창구 용지로153번길 4-17,대구3호선 태전역,마이홈텔,1개,['40개'],월세  33~40,Y,3,공용,Y
292,대구,대구 북구 태전로9길 27,1호선 의왕역,탑고시텔 의왕점,빈방없음,['20개'],월세  36~41,Y,50,공용,N
293,경기,경기 의왕시 철도박물관로 81,N,힐링고시텔,빈방없음,['28개'],월세  35~40,Y,N,공용,N
294,경기,경기 이천시 서희로67-10,2호선 삼성역,강남원학사,빈방없음,['60개'],월세  100~130,Y,7,남성전용,N
295,서울,서울 강남구 역삼로 517,N,베스트빌고시원,1개,['24개'],월세  25~35,Y,N,공용,N
296,경기,경기 구리시 검배로 92,2호선 건대입구역,레이크 고시빌,빈방없음,['60개'],월세  28~38,Y,10,공용,Y
297,서울,서울 광진구 아차산로39가길 15,3호선 남부터미널역,코코리빙텔 남부터미널점,1개,['40개'],월세  30~50,Y,3,공용,Y
298,서울,서울 서초구 반포대로10길 7,9호선 송파나루역,심플하우스 롯데월드점,1개,['45개'],월세  37~55,Y,2,공용,N
299,서울,서울 송파구 오금로 144,7호선 숭실대입구역,마이홈레지던스 숭실대점,빈방없음,['28개'],월세  25~42,Y,N,공용,N
300,서울,서울 동작구 상도로60길 2,4호선 혜화역,베스트하우스,빈방없음,['41개'],월세  33~40,Y,N,공용,Y
301,서울,서울 종로구 대학로9길 18,2호선 교대역,라임하우스 교대점,1개,['45개'],월세  40~65,Y,9,공용,Y
302,서울,서울 서초구 서초대로48길 87,5호선 애오개역,아톰빌리지 남성전용 고시원,빈방없음,['45개'],월세  23~30,Y,N,남성전용,N
303,서울,서울 마포구 굴레방로 11,6호선 망원역,미소리빙텔,1개,['56개'],월세  28~50,Y,N,공용,N
304,서울,서울 마포구 월드컵북로7길 11,6호선 증산역,정석고시원,빈방없음,['42개'],월세  20~30,Y,2,공용,N
305,서울,서울 은평구 증산서길 122,5호선 둔촌동역,한림리빙텔,빈방없음,['51개'],월세  25~50,Y,8,공용,N
306,서울,서울 강동구 풍성로58길 6-1,1호선 종로5가역,푸른고시텔 종로점,빈방없음,['39개'],월세  25~35,Y,N,공용,N
307,서울,서울 종로구 창경궁로16길 6-4 ,4호선 상계역,미래고시텔 중계점,1개,['43개'],월세  18~26,Y,2,공용,N
308,서울,서울 노원구 한글비석로20길 62,4호선 상계역,코지하우스 상계점,1개,['29개'],월세  38~45,Y,5,공용,N
309,서울,서울 노원구 상계로27길 12,N,싱글레지던스 계양점,빈방없음,['49개'],월세  28~45,Y,1,공용,Y
310,인천,인천 계양구 계양문화로 54 ,2호선 까치산역,예일고시원,빈방없음,['31개'],월세  23~35,Y,2,공용,N
311,서울,서울 강서구 강서로5나길 43,N,명성고시원,1개,['45개'],월세  18~25,Y,10,공용,N
312,경기,경기 수원시 영통구 중부대로 254,분당선 야탑역,야탑스마트빌고시텔,빈방없음,['90개'],월세  26~45,Y,50,공용,N
313,경기,경기 성남시 분당구 야탑로 69번길 24-6,대전1호선 유성온천역,아인스고시텔,1개,['20개'],월세  28~38,Y,5,공용,N
314,대전,대전 유성구 대학로76번안길 31,2호선 신촌역,심플하우스 신촌역점,빈방없음,['44개'],월세  40~60,Y,2,공용,Y
315,서울,서울 서대문구 연세로7안길 42,4호선 총신대입구(이수)역,방배고시원,빈방없음,['28개'],월세  18~25,Y,5,공용,N
316,서울,서울 서초구 동광로 21,7호선 공릉역,희망고시텔,1개,['40개'],월세  18~35,Y,N,공용,Y
317,서울,서울 노원구 공릉로 191-9 ,N,다래고시원,빈방없음,['23개'],월세  18~30,Y,N,공용,N
318,경기,경기 고양시 일산동구 중산로 232,2호선 신촌역,그린고시텔,1개,['46개'],월세  20~32,Y,N,여성전용,Y
319,서울,서울 마포구 신촌로14길 5,2호선 아현역,코코리빙텔 아현점,빈방없음,['32개'],월세  28~45,Y,2,공용,Y
320,서울,서울 서대문구 신촌로35길 7,9호선 신논현역,강남비바하우스,1개,['35개'],월세  35~60,Y,N,공용,Y
321,서울,서울 강남구 봉은사로2길 16,2호선 신촌역,허브레지던스 신촌점,빈방없음,['36개'],월세  28~43,Y,N,공용,Y
322,서울,서울 마포구 백범로 11,1호선 영등포역,코아리빙텔 영등포점,빈방없음,['25개'],월세  29~45,Y,N,여성전용,N
323,서울,서울 영등포구 영신로 33,2호선 선 릉역,아이비하우스 선릉점,1개,['40개'],월세  40~45,Y,N,공용,Y
324,서울,서울 강남구 선릉로99길 5,3호선 안국역,아름하우스,1개,['30개'],월세  40~50,Y,3,공용,Y
325,서울,서울 종로구 율곡로4길 11-3,공항철도운서역,애플하우스,1개,['33개'],월세  39~43,Y,10,공용,N
326,인천,인천 중구 신도시남로141번길 5-12,9호선 석촌고분역,코코고시텔,빈방없음,['45개'],월세  25~45,Y,5,공용,Y
327,서울,서울 송파구 삼학사로 95,분당선 기흥역,드림고시원,1개,['54개'],월세  18~21,Y,N,공용,N
328,경기,경기 용인시 기흥구 신갈로68번길 3,7호선 신중동역,명문고시텔,1개,['23개'],월세  23~38,Y,N,공용,N
329,경기,경기 부천시 중동로254번길 41,2호선 봉천역,스토리하우스 서울대점,빈방없음,['65개'],월세  25~50,Y,5,공용,Y
