,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
2097,서울 영등포구 00동,360 , 40 개, 20 개,00 대,5000 만원, 400 , 00 ,1억5500,-선택사항- ,-선택사항-     ,5000,15500,40,400,0
2098,서울 영등포구 00동,90 ,  개,  개,00 대,7000 만원, 360 , 00 ,16000,-선택사항- ,-선택사항-     ,7000,16000,0,360,0
2099,서울 동작구 00동,430 , 36 개, 36 개,00 대, 만원, 400 , 00 ,2억3000,-선택사항- ,-선택사항-     ,0,23000,36,400,0
2100,서울 구로구 00동,285 , 24 개,  개,00 대,2000 만원, 150 , 00 ,2000,-선택사항- ,-선택사항-     ,2000,2000,24,150,0
2101,서울 관악구 00동,370 , 47 개, 20 개,00 대,3500 만원, 350 , 00 ,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0
2102,서울 구로구 00동,520 , 67 개, 44 개,00 대,6500 만원, 650 , 00 ,2억7000,-선택사항- ,-선택사항-     ,6500,27000,67,650,0
2103,서울 구로구 구로동,250 , 20 개, 20 개,1 대,2천 만원, 160 , 20 ,합7천,-선택사항- ,-선택사항-     ,2000,7000,20,160,20
2104,서울 강남구 도곡역,300 , 40 개, 0 개,1 대,3500 만원, 295 , 30 ,7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30
2105,서울 성북구 00동,270.12 ,  개,  개,00 대, 만원, 415 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,415,0
2106,서울 마포구 염리동,400 , 54 개, 36 개,x 대,5000 만원, 550 , 별도 ,18000,-선택사항- ,-선택사항-     ,5000,18000,54,550,0
2107,서울 강남구 대치동,330 , 43 개, 20 개,x 대,5000 만원, 630 , 별도 ,33000,-선택사항- ,-선택사항-     ,5000,33000,43,630,0
2108,서울 중구 장충동,345 , 40 개, 21 개,x 대,5000 만원, 360 , 별도 ,17000,-선택사항- ,-선택사항-     ,5000,17000,40,360,0
2109,서울 송파구 석촌동,350 , 36 개, 30 개,1 대,9000 만원, 500 , 별도 ,17000,-선택사항- ,-선택사항-     ,9000,17000,36,500,0
2110,서울 동작구 노량진동,381.76 , 54 개, 31 개,00 대,9000 만원, 500 , 00 ,3억5천,-선택사항- ,-선택사항-     ,9000,35000,54,500,0
2111,서울 종로구 00,428.64 , 40 개, 40 개,가능 대,5000 만원, 520 , 별도 ,3억5천,-선택사항- ,-선택사항-     ,5000,35000,40,520,0
2112,서울 서초구 00동,302.4 , 34 개, 27 개,없음 대,5000 만원, 422 , 포함 ,2400,-선택사항- ,-선택사항-     ,5000,2400,34,422,0
2113,서울 중랑구 00동,80평 , 35 개, 16 개,노 대,5000 만원, 350 , 35만원 ,12000,7호선 ,-선택사항-     ,5000,12000,35,350,35
2114,서울 금천구 00동,264.6 ,  개,  개,00 대, 만원, 272 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,272,0
2115,서울 송파구 00동,429.78 , 21 개, 21 개,1 대,1억 만원, 500 , 60 ,31000,-선택사항- ,-선택사항-     ,10000,31000,21,500,60
2116,서울 노원구 00동,397.11 , 67 개, 4 개,3 대,7000 만원, 450 , 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0
2117,서울 동작구 00동,245 , 38 개, 38 개,없음 대,5000 만원, 506 , 없음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,38,506,0
2118,서울 동작구 00동,200 , 33 개, 2 개,없음 대,3000 만원, 200 , 없음 ,6천,-선택사항- ,-선택사항-     ,3000,6000,33,200,0
2119,서울 강서구 00동,261 ,  개,  개,00 대,2000 만원, 100 , 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     ,2000,5000,0,100,0
2120,서울 강서구 00동,450 ,  개,  개,00 대,3000 만원, 280 , 사용량에 따라 부과 ,8500,-선택사항- ,-선택사항-     ,3000,8500,0,280,0
2121,서울 노원구 00동,283 ,  개,  개,00 대,5000 만원, 300 , 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,0
2122,서울 동작구 00동,120 , 42 개,  개,00 대,7000 만원, 430 , 00 ,24000,-선택사항- ,-선택사항-     ,7000,24000,42,430,0
2123,서울 강서구 화곡동,급매물 , 39 개,  개,00 대,2000 만원, 308 , 00 ,1억,-선택사항- ,-선택사항-     ,2000,10000,39,308,0
2124,서울 강남구 00동,100 , 34 개,  개,00 대,7000 만원, 600 , 00 ,24000,-선택사항- ,-선택사항-     ,7000,24000,34,600,0
2125,서울 동작구 노량진동,440 , 36 개, 36 개,1 대,1.5억 만원, 480 , 30 ,권리금1억8천,-선택사항- ,-선택사항-     ,0,18000,36,480,30
2126,서울 동작구 00동,올원룸 ,  개,  개,00 대,5000 만원, 460 , 00 ,2억6000,-선택사항- ,-선택사항-     ,5000,26000,0,460,0
2127,서울 동작구 00동,고시원 ,  개,  개,00 대,3000 만원, 420 , 00 ,2억2000,-선택사항- ,-선택사항-     ,3000,22000,0,420,0
2128,서울 마포구 00동,459.12 , 54 개, 54 개,00 대,8천 만원, 900 , 50 ,4억2천,-선택사항- ,-선택사항-     ,8000,42000,54,900,50
2129,서울 구로구 00동,500 ,  개,  개,00 대,7000 만원, 450 , 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0
2130,서울 마포구 00동,고시원 ,  개,  개,00 대,3000 만원, 200 , 00 ,8000,-선택사항- ,-선택사항-     ,3000,8000,0,200,0
2131,서울 영등포구 00동,462 , 41 개, 41 개,3 대,5천 만원, 420 , 30 ,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30
2132,서울 구로구 00동,310 , 29 개, 29 개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
2133,서울 영등포구 00동,320 , 35 개, 29 개,00 대,7000 만원, 380 , 00 ,시설비8500,-선택사항- ,-선택사항-     ,7000,8500,35,380,0
2134,서울 동대문구 00동,460 , 47 개,  개,00 대,7천 만원, 580 , 50 ,1억6천,-선택사항- ,-선택사항-     ,7000,16000,47,580,50
2135,서울 관악구 00동,350 , 47 개,  개,00 대,3천 만원, 320 , 30 ,1억6천5백,-선택사항- ,-선택사항-     ,3000,16500,47,320,30
2136,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
2137,서울 성동구 한양대,420 , 40 개, 40 개,1 대,4천 만원, 470 , 66 ,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,470,66
2138,서울 강남구 도곡역,300 , 40 개, 0 개,1 대,3500 만원, 295 , 30 ,합7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30
2139,서울 중구 00동,고시원 ,  개,  개,00 대,3000 만원, 250 , 00 ,26000,-선택사항- ,-선택사항-     ,3000,26000,0,250,0
2140,서울 성북구 00동,고시원 ,  개,  개,00 대,4000 만원, 228 , 00 ,8000,-선택사항- ,-선택사항-     ,4000,8000,0,228,0
2141,서울 종로구 00동,250 ,  개,  개,00 대,8천 만원, 520 , 00 ,1억8천,-선택사항- ,-선택사항-     ,8000,18000,0,520,0
2142,서울 관악구 00동,307 , 37 개,  개,00 대,6000 만원, 430 , 00 ,21000,-선택사항- ,-선택사항-     ,6000,21000,37,430,0
2143,서울 강남구 00동,  100평 , 32 개, 31 개,노 대,일억 만원, 650 ,  노 ,28000,2호선 강남역,-선택사항-     ,0,28000,32,650,0
2144,서울 구로구 00동,130 , 55 개,  개,00 대,7000 만원, 582 , 00 ,13000,-선택사항- ,-선택사항-     ,7000,13000,55,582,0
2145,서울 강동구 00동,약150평 ,  개,  개,00 대,5000 만원, 610 , 00 ,31000,-선택사항- ,-선택사항-     ,5000,31000,0,610,0
2146,서울 구로구 00동,150평 ,  개,  개,00 대,5000 만원, 340 , 00 ,26000,-선택사항- ,-선택사항-     ,5000,26000,0,340,0
2147,서울 강남구 00동,약150평 ,  개,  개,00 대,7000 만원, 800 , 00 ,37000,-선택사항- ,-선택사항-     ,7000,37000,0,800,0
2148,서울 동작구 00동,176.26 , 15 개,  개,00 대,2000 만원, 220 , 00 ,11000,-선택사항- ,-선택사항-     ,2000,11000,15,220,0
2149,서울 강북구 00,330 , 40 개, 3 개,00 대,2500 만원, 150 , 00 ,6천,-선택사항- ,-선택사항-     ,2500,6000,40,150,0
2150,서울 동작구 노량진동,381.76 , 54 개, 31 개,00 대,9000 만원, 500 , 00 ,3억5천,-선택사항- ,-선택사항-     ,9000,35000,54,500,0
2151,서울 동작구 00동,450 ,  개,  개,00 대,5000 만원, 300 , 사용량에 따라 부과 ,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,300,0
2152,서울 중구 00동,324 ,  개,  개,00 대,5000 만원, 366 , 사용량에 따라 부과 ,1억600,-선택사항- ,-선택사항-     ,5000,1600,0,366,0
2153,서울 동작구 00동,393.12 , 42 개,  개,00 대,7000 만원, 430 , 10만원 ,25000,-선택사항- ,-선택사항-     ,7000,25000,42,430,10
2154,서울 동작구 00동,217.32 , 30 개,  개,00 대,3000 만원, 200 , 00 ,6500,-선택사항- ,-선택사항-     ,3000,6500,30,200,0
2155,서울 관악구 00동,500 ,  개,  개,00 대,3500 만원, 350 , 00 ,1억7000,-선택사항- ,-선택사항-     ,3500,17000,0,350,0
2156,서울 종로구 00동,250 , 상담 개,  개,00 대,8000 만원, 550 , 00 ,17500,-선택사항- ,-선택사항-     ,8000,17500,0,550,0
2157,서울 송파구 00동,286.8 , 상담 개,  개,00 대,9000 만원, 470 , 00 ,18000,-선택사항- ,-선택사항-     ,9000,18000,0,470,0
2158,서울 동대문구 00동,488.07 , 상담 개,  개,00 대,7000 만원, 410 , 00 ,28000,-선택사항- ,-선택사항-     ,7000,28000,0,410,0
2159,서울 강동구 00동,330 , 43 개, 0 개,00 대,5000 만원, 380 , 00 ,1억2000,-선택사항- ,-선택사항-     ,5000,12000,43,380,0
2160,서울 성북구 삼선동1가,197.39 , 35 개, 6 개,00 대,4000 만원, 250 , 00 ,7000,-선택사항- ,-선택사항-     ,4000,7000,35,250,0
2161,서울 성북구 00동,240.36 , 24 개, 24 개,00 대,3천 만원, 240 , 00 ,1억9천만,-선택사항- ,-선택사항-     ,3000,19000,24,240,0
